id,machine_id,timestamp,type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,tool_wear_hours,target,failure_type
1667,M_L_04,2024-01-07 11:00:00+00,L,297.50,309.30,1479,39.40,22,147,0,No Failure
1668,M_L_04,2024-01-07 12:00:00+00,L,298.10,308.50,1676,30.50,22,148,0,No Failure
1669,M_L_04,2024-01-07 13:00:00+00,L,302.30,310.80,1377,47.30,22,149,1,Heat Dissipation Failure
1670,M_L_04,2024-01-07 14:00:00+00,L,302.30,310.10,1513,40.40,22,150,0,No Failure
1671,M_L_04,2024-01-07 15:00:00+00,L,299.40,310.60,1348,54.50,22,151,0,No Failure
1672,M_L_04,2024-01-07 16:00:00+00,L,299.90,309.40,1858,22.50,22,152,0,No Failure
1673,M_L_04,2024-01-07 17:00:00+00,L,298.00,309.20,1665,36.60,22,153,0,No Failure
1674,M_L_04,2024-01-07 18:00:00+00,L,300.20,309.10,1479,47.00,22,154,0,No Failure
1675,M_L_04,2024-01-07 19:00:00+00,L,299.20,308.40,1475,38.70,22,155,0,No Failure
1676,M_L_04,2024-01-07 20:00:00+00,L,298.50,310.00,1804,26.10,22,156,0,No Failure
1677,M_L_04,2024-01-07 21:00:00+00,L,300.60,311.70,1488,47.70,22,157,0,No Failure
1678,M_L_04,2024-01-07 22:00:00+00,L,301.90,310.40,1286,62.80,22,158,1,Heat Dissipation Failure
1679,M_L_04,2024-01-07 23:00:00+00,L,300.00,311.40,1487,41.20,22,159,0,No Failure
1680,M_L_04,2024-01-08 00:00:00+00,L,302.80,312.60,1462,39.40,22,160,0,No Failure
1681,M_L_04,2024-01-08 01:00:00+00,L,300.80,309.60,1680,28.70,22,161,0,No Failure
1682,M_L_04,2024-01-08 02:00:00+00,L,296.20,307.20,1356,43.60,22,162,0,No Failure
1683,M_L_04,2024-01-08 03:00:00+00,L,299.40,309.20,1433,42.10,22,163,0,No Failure
1684,M_L_04,2024-01-08 04:00:00+00,L,300.20,311.60,1827,27.00,22,164,0,No Failure
1685,M_L_04,2024-01-08 05:00:00+00,L,299.10,310.10,1894,24.20,22,165,0,No Failure
1686,M_L_04,2024-01-08 06:00:00+00,L,302.60,311.80,1627,31.80,23,166,0,No Failure
1687,M_L_04,2024-01-08 07:00:00+00,L,301.90,311.20,1657,29.10,23,167,0,No Failure
1688,M_L_04,2024-01-08 08:00:00+00,L,301.70,311.00,1546,43.00,23,168,0,No Failure
1689,M_L_04,2024-01-08 09:00:00+00,L,301.20,309.90,1449,45.50,23,169,0,No Failure
1690,M_L_04,2024-01-08 10:00:00+00,L,302.80,310.80,1516,39.50,23,170,0,No Failure
1691,M_L_04,2024-01-08 11:00:00+00,L,300.10,309.70,1362,49.10,23,171,0,No Failure
1692,M_L_05,2024-01-01 08:00:00+00,L,298.40,310.00,1559,44.20,23,0,0,No Failure
1693,M_L_05,2024-01-01 09:00:00+00,L,301.20,310.80,1392,52.60,23,1,0,No Failure
1694,M_L_05,2024-01-01 10:00:00+00,L,300.80,310.40,1570,35.20,23,2,0,No Failure
1695,M_L_05,2024-01-01 11:00:00+00,L,298.90,309.80,1534,42.10,23,3,0,No Failure
1696,M_L_05,2024-01-01 12:00:00+00,L,300.80,311.60,1568,36.00,23,4,0,No Failure
1697,M_L_05,2024-01-01 13:00:00+00,L,298.60,309.60,1611,35.70,23,5,0,No Failure
1698,M_L_05,2024-01-01 14:00:00+00,L,300.20,310.20,1600,31.50,23,6,0,No Failure
1699,M_L_05,2024-01-01 15:00:00+00,L,297.30,308.30,1410,48.10,23,7,0,No Failure
1700,M_L_05,2024-01-01 16:00:00+00,L,299.20,310.30,1429,40.10,23,8,0,No Failure
1701,M_L_05,2024-01-01 17:00:00+00,L,300.80,311.90,1498,39.30,23,9,0,No Failure
1702,M_L_05,2024-01-01 18:00:00+00,L,304.20,313.40,1644,31.70,23,10,0,No Failure
1703,M_L_05,2024-01-01 19:00:00+00,L,301.40,310.70,1568,35.20,23,11,0,No Failure
1704,M_L_05,2024-01-01 20:00:00+00,L,300.30,311.50,1552,38.90,23,12,0,No Failure
1705,M_L_05,2024-01-01 21:00:00+00,L,298.80,309.80,1437,42.80,23,13,0,No Failure
1706,M_L_05,2024-01-01 22:00:00+00,L,300.60,310.10,1541,42.00,23,14,0,No Failure
1707,M_L_05,2024-01-01 23:00:00+00,L,302.00,311.10,1635,36.00,23,15,0,No Failure
1708,M_L_05,2024-01-02 00:00:00+00,L,297.80,307.80,1396,42.50,23,16,0,No Failure
1709,M_L_05,2024-01-02 01:00:00+00,L,298.90,308.80,1530,38.30,23,17,0,No Failure
1710,M_L_05,2024-01-02 02:00:00+00,L,299.80,309.50,1590,28.50,23,18,0,No Failure
1711,M_L_05,2024-01-02 03:00:00+00,L,303.10,311.20,1628,35.20,23,19,0,No Failure
1712,M_L_05,2024-01-02 04:00:00+00,L,300.50,312.00,1415,44.60,23,20,0,No Failure
1713,M_L_05,2024-01-02 05:00:00+00,L,298.40,307.90,1446,45.30,23,21,0,No Failure
1714,M_L_05,2024-01-02 06:00:00+00,L,297.40,308.30,1483,38.80,23,22,0,No Failure
1715,M_L_05,2024-01-02 07:00:00+00,L,297.50,309.20,1426,44.80,24,23,0,No Failure
1716,M_L_05,2024-01-02 08:00:00+00,L,301.60,310.70,1494,39.50,24,24,0,No Failure
1717,M_L_05,2024-01-02 09:00:00+00,L,297.70,308.90,1742,26.30,24,25,0,No Failure
1718,M_L_05,2024-01-02 10:00:00+00,L,300.40,311.30,1639,34.60,24,26,0,No Failure
1719,M_L_05,2024-01-02 11:00:00+00,L,300.70,311.20,1878,24.30,24,27,0,No Failure
1720,M_L_05,2024-01-02 12:00:00+00,L,303.50,311.90,1515,39.20,24,28,0,No Failure
1721,M_L_05,2024-01-02 13:00:00+00,L,300.40,310.60,1384,48.70,24,29,0,No Failure
1722,M_L_05,2024-01-02 14:00:00+00,L,300.60,310.60,1931,22.00,24,30,0,No Failure
1723,M_L_05,2024-01-02 15:00:00+00,L,299.80,311.30,1727,30.00,24,31,0,No Failure
1724,M_L_05,2024-01-02 16:00:00+00,L,300.30,309.80,1523,39.20,24,32,0,No Failure
1725,M_L_05,2024-01-02 17:00:00+00,L,301.90,310.30,1485,46.30,24,33,0,No Failure
1726,M_L_05,2024-01-02 18:00:00+00,L,297.90,309.10,1442,50.30,24,34,0,No Failure
1727,M_L_05,2024-01-02 19:00:00+00,L,299.20,308.40,1402,47.70,24,35,0,No Failure
1728,M_L_05,2024-01-02 20:00:00+00,L,297.80,307.30,1412,50.70,24,36,0,No Failure
1729,M_L_05,2024-01-02 21:00:00+00,L,297.40,308.30,1854,21.80,24,37,0,No Failure
1730,M_L_05,2024-01-02 22:00:00+00,L,302.30,310.80,1511,48.10,24,38,0,No Failure
1731,M_L_05,2024-01-02 23:00:00+00,L,300.10,309.40,1559,39.70,24,39,0,No Failure
1732,M_L_05,2024-01-03 00:00:00+00,L,298.00,307.80,1623,29.90,24,40,0,No Failure
1733,M_L_05,2024-01-03 01:00:00+00,L,300.20,309.20,1430,43.40,24,41,0,No Failure
1734,M_L_05,2024-01-03 02:00:00+00,L,299.70,310.20,1633,36.50,24,42,0,No Failure
1735,M_L_05,2024-01-03 03:00:00+00,L,298.40,309.30,1395,47.60,24,43,0,No Failure
1736,M_L_05,2024-01-03 04:00:00+00,L,301.50,310.40,1329,46.60,24,44,0,No Failure
1737,M_L_05,2024-01-03 05:00:00+00,L,302.90,312.60,1328,59.90,24,45,0,No Failure
1738,M_L_05,2024-01-03 06:00:00+00,L,298.60,310.10,1533,33.90,24,46,0,No Failure
1739,M_L_05,2024-01-03 07:00:00+00,L,297.60,308.50,1475,42.40,24,47,0,No Failure
1740,M_L_05,2024-01-03 08:00:00+00,L,298.40,308.80,1352,56.70,24,48,0,No Failure
1741,M_L_05,2024-01-03 09:00:00+00,L,300.90,311.10,1417,40.70,24,49,0,No Failure
1742,M_L_05,2024-01-03 10:00:00+00,L,299.40,309.20,1444,48.20,24,50,0,No Failure
1743,M_L_05,2024-01-03 11:00:00+00,L,300.60,310.30,1414,50.60,25,51,0,No Failure
1744,M_L_05,2024-01-03 12:00:00+00,L,299.00,309.00,1544,31.80,25,52,0,No Failure
1745,M_L_05,2024-01-03 13:00:00+00,L,298.50,310.00,1435,42.50,25,53,0,No Failure
1746,M_L_05,2024-01-03 14:00:00+00,L,298.10,308.20,1654,32.10,25,54,0,No Failure
1747,M_L_05,2024-01-03 15:00:00+00,L,297.40,308.20,1471,46.50,25,55,0,No Failure
1748,M_L_05,2024-01-03 16:00:00+00,L,298.60,308.40,1562,34.40,25,56,0,No Failure
1749,M_L_05,2024-01-03 17:00:00+00,L,300.00,309.70,1542,47.10,25,57,0,No Failure
1750,M_L_05,2024-01-03 18:00:00+00,L,300.30,311.50,1548,32.20,25,58,0,No Failure
1751,M_L_05,2024-01-03 19:00:00+00,L,301.40,310.70,1376,50.60,25,59,0,No Failure
1752,M_L_05,2024-01-03 20:00:00+00,L,302.00,311.30,1509,39.90,25,60,0,No Failure
1753,M_L_05,2024-01-03 21:00:00+00,L,298.60,309.60,1386,48.60,25,61,0,No Failure
1754,M_L_05,2024-01-03 22:00:00+00,L,301.70,311.00,1343,49.20,25,62,0,No Failure
1755,M_L_05,2024-01-03 23:00:00+00,L,302.00,311.00,1686,32.50,25,63,0,No Failure
1756,M_L_05,2024-01-04 00:00:00+00,L,303.50,312.30,1681,29.80,25,64,0,No Failure
1757,M_L_05,2024-01-04 01:00:00+00,L,297.30,308.40,1513,40.50,25,65,0,No Failure
1758,M_L_05,2024-01-04 02:00:00+00,L,300.90,310.50,1616,33.50,25,66,0,No Failure
1759,M_L_05,2024-01-04 03:00:00+00,L,299.30,309.00,1422,47.30,25,67,0,No Failure
1760,M_L_05,2024-01-04 04:00:00+00,L,303.20,311.20,1427,45.60,25,68,0,No Failure
1761,M_L_05,2024-01-04 05:00:00+00,L,303.80,313.10,1458,42.20,25,69,0,No Failure
1762,M_L_05,2024-01-04 06:00:00+00,L,300.50,312.00,1498,42.90,25,70,0,No Failure
1763,M_L_05,2024-01-04 07:00:00+00,L,304.20,313.40,1568,37.60,25,71,0,No Failure
1764,M_L_05,2024-01-04 08:00:00+00,L,299.80,309.40,1460,37.40,25,72,0,No Failure
1765,M_L_05,2024-01-04 09:00:00+00,L,299.00,308.70,1583,32.50,25,73,0,No Failure
1766,M_L_05,2024-01-04 10:00:00+00,L,298.40,308.00,1508,47.90,25,74,0,No Failure
1767,M_L_05,2024-01-04 11:00:00+00,L,298.80,309.80,1363,44.00,25,75,0,No Failure
1768,M_L_05,2024-01-04 12:00:00+00,L,298.80,309.70,1953,20.60,25,76,0,No Failure
1769,M_L_05,2024-01-04 13:00:00+00,L,297.80,307.70,1505,39.70,25,77,0,No Failure
1770,M_L_05,2024-01-04 14:00:00+00,L,303.10,311.20,1679,34.80,25,78,0,No Failure
1771,M_L_05,2024-01-04 15:00:00+00,L,297.80,309.70,1547,37.30,25,79,0,No Failure
1772,M_L_05,2024-01-04 16:00:00+00,L,300.20,310.10,1523,42.30,25,80,0,No Failure
1773,M_L_05,2024-01-04 17:00:00+00,L,302.10,311.50,1533,39.40,26,81,0,No Failure
1774,M_L_05,2024-01-04 18:00:00+00,L,299.90,311.30,1647,27.50,26,82,0,No Failure
1775,M_L_05,2024-01-04 19:00:00+00,L,300.10,309.40,1560,47.70,26,83,0,No Failure
1776,M_L_05,2024-01-04 20:00:00+00,L,297.40,309.20,1428,38.80,26,84,0,No Failure
1777,M_L_05,2024-01-04 21:00:00+00,L,303.40,311.90,1491,38.20,26,85,0,No Failure
1778,M_L_05,2024-01-04 22:00:00+00,L,298.20,308.90,1737,25.50,26,86,0,No Failure
1779,M_L_05,2024-01-04 23:00:00+00,L,299.70,310.20,1469,39.50,26,87,0,No Failure
1780,M_L_05,2024-01-05 00:00:00+00,L,298.30,309.20,1383,52.10,26,88,0,No Failure
1781,M_L_05,2024-01-05 01:00:00+00,L,300.40,310.50,1578,32.80,26,89,0,No Failure
1782,M_L_05,2024-01-05 02:00:00+00,L,299.40,309.20,1564,39.00,26,90,0,No Failure
1783,M_L_05,2024-01-05 03:00:00+00,L,299.20,308.40,1386,54.10,26,91,0,No Failure
1784,M_L_05,2024-01-05 04:00:00+00,L,298.50,308.80,1305,58.70,26,92,0,No Failure
1785,M_L_05,2024-01-05 05:00:00+00,L,300.60,311.10,1471,40.70,26,93,0,No Failure
1786,M_L_05,2024-01-05 06:00:00+00,L,300.10,311.50,1334,54.00,26,94,0,No Failure
1787,M_L_05,2024-01-05 07:00:00+00,L,298.60,309.30,1449,46.50,26,95,0,No Failure
1788,M_L_05,2024-01-05 08:00:00+00,L,298.70,310.20,1717,27.30,26,96,0,No Failure
1789,M_L_05,2024-01-05 09:00:00+00,L,300.20,309.80,1353,59.40,26,97,0,No Failure
1790,M_L_05,2024-01-05 10:00:00+00,L,303.40,312.70,1363,45.50,26,98,0,No Failure
1791,M_L_05,2024-01-05 11:00:00+00,L,301.50,310.40,1270,54.20,26,99,0,No Failure
1792,M_L_05,2024-01-05 12:00:00+00,L,297.80,308.90,1506,33.50,26,100,0,No Failure
1793,M_L_05,2024-01-05 13:00:00+00,L,297.90,309.00,1629,29.00,26,101,0,No Failure
1794,M_L_05,2024-01-05 14:00:00+00,L,300.70,310.20,1642,32.60,26,102,0,No Failure
1795,M_L_05,2024-01-05 15:00:00+00,L,302.30,310.80,1650,32.40,26,103,0,No Failure
1796,M_L_05,2024-01-05 16:00:00+00,L,299.20,308.30,1410,43.00,26,104,0,No Failure
1797,M_L_05,2024-01-05 17:00:00+00,L,300.10,309.40,1858,23.60,26,105,0,No Failure
1798,M_L_05,2024-01-05 18:00:00+00,L,298.90,308.20,1828,23.80,26,106,0,No Failure
1799,M_L_05,2024-01-05 19:00:00+00,L,298.20,308.70,1436,49.10,26,107,0,No Failure
1800,M_L_05,2024-01-05 20:00:00+00,L,301.00,311.20,1511,42.90,26,108,0,No Failure
1801,M_L_05,2024-01-05 21:00:00+00,L,301.00,311.00,1553,35.80,26,109,0,No Failure
1802,M_L_05,2024-01-05 22:00:00+00,L,300.40,309.60,1319,48.10,26,110,0,No Failure
1803,M_L_05,2024-01-05 23:00:00+00,L,302.00,311.30,1567,41.10,26,111,0,No Failure
1804,M_L_05,2024-01-06 00:00:00+00,L,301.90,310.70,1717,26.80,27,112,0,No Failure
1805,M_L_05,2024-01-06 01:00:00+00,L,300.50,310.20,1764,25.90,27,113,0,No Failure
1806,M_L_05,2024-01-06 02:00:00+00,L,298.20,308.10,1462,50.80,27,114,0,No Failure
1807,M_L_05,2024-01-06 03:00:00+00,L,297.60,308.70,1552,42.30,27,115,0,No Failure
1808,M_L_05,2024-01-06 04:00:00+00,L,300.00,309.60,1496,38.80,27,116,0,No Failure
1809,M_L_05,2024-01-06 05:00:00+00,L,301.90,310.90,1574,31.40,27,117,0,No Failure
1810,M_L_05,2024-01-06 06:00:00+00,L,298.50,308.30,1811,24.70,27,118,0,No Failure
1811,M_L_05,2024-01-06 07:00:00+00,L,297.30,308.50,1497,47.50,27,119,0,No Failure
1812,M_L_05,2024-01-06 08:00:00+00,L,300.30,311.60,1709,29.50,27,120,0,No Failure
1813,M_L_05,2024-01-06 09:00:00+00,L,303.50,312.20,1511,37.10,27,121,0,No Failure
1814,M_L_05,2024-01-06 10:00:00+00,L,296.30,307.20,1637,31.60,27,122,0,No Failure
1815,M_L_05,2024-01-06 11:00:00+00,L,297.80,307.80,1412,48.30,27,123,0,No Failure
1816,M_L_05,2024-01-06 12:00:00+00,L,303.60,312.90,1381,57.80,27,124,0,No Failure
1817,M_L_05,2024-01-06 13:00:00+00,L,297.50,308.30,1388,48.60,27,125,0,No Failure
1818,M_L_05,2024-01-06 14:00:00+00,L,295.60,306.20,1263,61.80,27,126,0,No Failure
1819,M_L_05,2024-01-06 15:00:00+00,L,297.90,309.70,2194,16.80,27,127,0,No Failure
1820,M_L_05,2024-01-06 16:00:00+00,L,299.80,309.40,1609,32.50,27,128,0,No Failure
1821,M_L_05,2024-01-06 17:00:00+00,L,299.10,310.00,1394,46.60,27,129,0,No Failure
1822,M_L_05,2024-01-06 18:00:00+00,L,298.80,309.80,1634,33.60,27,130,0,No Failure
1823,M_L_05,2024-01-06 19:00:00+00,L,302.30,311.40,1845,21.90,27,131,0,No Failure
1824,M_L_05,2024-01-06 20:00:00+00,L,300.70,309.50,1685,31.10,27,132,0,No Failure
1825,M_L_05,2024-01-06 21:00:00+00,L,299.30,309.10,1399,52.10,27,133,0,No Failure
1826,M_L_05,2024-01-06 22:00:00+00,L,298.50,308.00,1384,59.50,27,134,0,No Failure
1827,M_L_05,2024-01-06 23:00:00+00,L,303.30,311.20,1763,27.30,27,135,0,No Failure
1828,M_L_05,2024-01-07 00:00:00+00,L,298.90,308.60,2069,18.70,27,136,0,No Failure
1829,M_L_05,2024-01-07 01:00:00+00,L,297.90,309.10,1457,44.40,28,137,0,No Failure
1830,M_L_05,2024-01-07 02:00:00+00,L,297.40,309.20,1620,33.20,28,138,0,No Failure
1831,M_L_05,2024-01-07 03:00:00+00,L,297.50,308.60,1208,62.30,28,139,0,No Failure
1832,M_L_05,2024-01-07 04:00:00+00,L,300.10,309.40,1453,47.60,28,140,0,No Failure
1833,M_L_05,2024-01-07 05:00:00+00,L,298.60,309.40,1315,55.50,28,141,0,No Failure
1834,M_L_05,2024-01-07 06:00:00+00,L,298.70,310.20,1363,45.50,28,142,0,No Failure
1835,M_L_05,2024-01-07 07:00:00+00,L,298.20,308.80,1362,57.30,28,143,0,No Failure
1836,M_L_05,2024-01-07 08:00:00+00,L,302.30,310.90,1412,48.90,28,144,0,No Failure
1837,M_L_05,2024-01-07 09:00:00+00,L,301.10,311.00,1918,21.70,28,145,0,No Failure
1838,M_L_05,2024-01-07 10:00:00+00,L,301.50,310.30,1415,41.60,28,146,0,No Failure
1839,M_L_05,2024-01-07 11:00:00+00,L,304.10,313.00,1408,45.30,28,147,0,No Failure
1840,M_L_05,2024-01-07 12:00:00+00,L,297.90,309.00,1379,47.30,28,148,0,No Failure
1841,M_L_05,2024-01-07 13:00:00+00,L,299.20,310.60,1675,33.30,28,149,0,No Failure
1842,M_L_05,2024-01-07 14:00:00+00,L,302.30,311.50,1448,49.60,28,150,0,No Failure
1843,M_L_05,2024-01-07 15:00:00+00,L,300.50,310.50,1695,26.70,28,151,0,No Failure
1844,M_L_05,2024-01-07 16:00:00+00,L,300.00,311.30,1493,41.40,28,152,0,No Failure
1845,M_L_05,2024-01-07 17:00:00+00,L,299.10,308.30,1325,46.90,28,153,0,No Failure
1846,M_L_05,2024-01-07 18:00:00+00,L,299.70,310.20,1458,43.40,28,154,0,No Failure
1847,M_L_05,2024-01-07 19:00:00+00,L,297.70,309.00,1874,24.40,28,155,0,No Failure
1848,M_L_05,2024-01-07 20:00:00+00,L,300.50,309.70,1887,24.30,28,156,0,No Failure
1849,M_L_05,2024-01-07 21:00:00+00,L,302.40,312.10,1455,40.40,28,157,0,No Failure
1850,M_L_05,2024-01-07 22:00:00+00,L,299.20,308.40,1436,41.80,28,158,0,No Failure
1851,M_L_05,2024-01-07 23:00:00+00,L,298.80,308.10,1472,53.50,28,159,0,No Failure
1852,M_L_05,2024-01-08 00:00:00+00,L,303.50,312.00,1756,29.70,28,160,0,No Failure
1853,M_L_05,2024-01-08 01:00:00+00,L,299.40,309.30,1377,43.60,28,161,0,No Failure
1854,M_L_05,2024-01-08 02:00:00+00,L,301.10,310.10,1540,36.60,28,162,0,No Failure
1855,M_L_05,2024-01-08 03:00:00+00,L,301.80,310.80,1546,43.40,29,163,0,No Failure
1856,M_L_05,2024-01-08 04:00:00+00,L,297.50,308.30,1437,42.30,29,164,0,No Failure
1857,M_L_05,2024-01-08 05:00:00+00,L,300.50,310.30,1336,57.10,29,165,0,No Failure
1858,M_L_05,2024-01-08 06:00:00+00,L,297.80,307.70,1393,38.00,29,166,0,No Failure
1859,M_L_05,2024-01-08 07:00:00+00,L,296.30,307.20,1291,58.60,29,167,0,No Failure
1860,M_L_05,2024-01-08 08:00:00+00,L,297.30,308.40,1491,46.50,29,168,0,No Failure
1861,M_L_05,2024-01-08 09:00:00+00,L,301.80,310.30,1765,27.30,29,169,0,No Failure
1862,M_L_05,2024-01-08 10:00:00+00,L,295.60,306.20,1823,25.80,29,170,0,No Failure
1863,M_L_05,2024-01-08 11:00:00+00,L,297.50,308.70,1456,44.70,29,171,0,No Failure
1864,M_L_06,2024-01-01 08:00:00+00,L,303.60,312.90,1450,45.30,29,0,0,No Failure
1865,M_L_06,2024-01-01 09:00:00+00,L,300.10,309.00,1404,54.80,29,1,0,No Failure
1866,M_L_06,2024-01-01 10:00:00+00,L,299.40,309.20,1427,41.50,29,2,0,No Failure
1867,M_L_06,2024-01-01 11:00:00+00,L,300.50,311.40,1400,45.10,29,3,0,No Failure
1868,M_L_06,2024-01-01 12:00:00+00,L,297.90,309.80,2000,21.30,29,4,0,No Failure
1869,M_L_06,2024-01-01 13:00:00+00,L,302.40,310.20,1539,37.70,29,5,0,No Failure
1870,M_L_06,2024-01-01 14:00:00+00,L,300.60,309.50,1471,49.60,29,6,0,No Failure
1871,M_L_06,2024-01-01 15:00:00+00,L,298.70,309.70,1881,21.70,29,7,0,No Failure
1872,M_L_06,2024-01-01 16:00:00+00,L,299.80,309.40,1633,27.50,29,8,0,No Failure
1873,M_L_06,2024-01-01 17:00:00+00,L,296.80,308.00,1510,39.40,29,9,0,No Failure
1874,M_L_06,2024-01-01 18:00:00+00,L,303.20,311.20,1363,46.70,29,10,1,Heat Dissipation Failure
1875,M_L_06,2024-01-01 19:00:00+00,L,301.90,311.00,1455,46.00,29,11,0,No Failure
1876,M_L_06,2024-01-01 20:00:00+00,L,302.20,311.40,1430,43.10,29,12,0,No Failure
1877,M_L_06,2024-01-01 21:00:00+00,L,298.80,308.50,1490,35.00,29,13,0,No Failure
1878,M_L_06,2024-01-01 22:00:00+00,L,300.50,310.50,1452,42.90,29,14,0,No Failure
1879,M_L_06,2024-01-01 23:00:00+00,L,298.10,308.70,1341,55.70,30,15,0,No Failure
1880,M_L_06,2024-01-02 00:00:00+00,L,297.50,308.60,1596,37.10,30,16,0,No Failure
1881,M_L_06,2024-01-02 01:00:00+00,L,301.20,309.90,1687,29.70,30,17,0,No Failure
1882,M_L_06,2024-01-02 02:00:00+00,L,297.20,308.60,1774,23.00,30,18,0,No Failure
1883,M_L_06,2024-01-02 03:00:00+00,L,300.50,310.60,1543,36.20,30,19,0,No Failure
1884,M_L_06,2024-01-02 04:00:00+00,L,298.60,309.90,1564,37.10,30,20,0,No Failure
1885,M_L_06,2024-01-02 05:00:00+00,L,300.10,309.40,1464,41.70,30,21,0,No Failure
1886,M_L_06,2024-01-02 06:00:00+00,L,300.90,310.40,2021,18.80,30,22,0,No Failure
1887,M_L_06,2024-01-02 07:00:00+00,L,302.80,310.80,1402,50.50,30,23,0,No Failure
1888,M_L_06,2024-01-02 08:00:00+00,L,300.80,311.90,1486,45.10,30,24,0,No Failure
1889,M_L_06,2024-01-02 09:00:00+00,L,300.00,311.40,1655,29.60,30,25,0,No Failure
1890,M_L_06,2024-01-02 10:00:00+00,L,298.90,310.40,1739,26.30,30,26,0,No Failure
1891,M_L_06,2024-01-02 11:00:00+00,L,299.10,308.30,1559,33.70,30,27,0,No Failure
1892,M_L_06,2024-01-02 12:00:00+00,L,301.40,310.00,1776,25.60,30,28,0,No Failure
1893,M_L_06,2024-01-02 13:00:00+00,L,300.40,309.50,1349,50.40,30,29,0,No Failure
1894,M_L_06,2024-01-02 14:00:00+00,L,302.50,312.20,1574,38.70,30,30,0,No Failure
1895,M_L_06,2024-01-02 15:00:00+00,L,302.30,311.00,1528,43.10,30,31,0,No Failure
1896,M_L_06,2024-01-02 16:00:00+00,L,297.70,309.00,1538,43.20,30,32,0,No Failure
1897,M_L_06,2024-01-02 17:00:00+00,L,302.60,311.70,1773,27.10,30,33,0,No Failure
1898,M_L_06,2024-01-02 18:00:00+00,L,297.90,309.00,1502,40.20,30,34,0,No Failure
1899,M_L_06,2024-01-02 19:00:00+00,L,297.50,309.20,1715,28.00,30,35,0,No Failure
1900,M_L_06,2024-01-02 20:00:00+00,L,298.20,308.80,1666,31.50,30,36,0,No Failure
1901,M_L_06,2024-01-02 21:00:00+00,L,303.50,312.00,1366,54.50,30,37,1,Heat Dissipation Failure
1902,M_L_06,2024-01-02 22:00:00+00,L,299.30,310.50,1505,38.80,30,38,0,No Failure
1903,M_L_06,2024-01-02 23:00:00+00,L,299.40,309.30,1525,41.50,30,39,0,No Failure
1904,M_L_06,2024-01-03 00:00:00+00,L,298.70,310.20,1402,45.90,30,40,0,No Failure
1905,M_L_06,2024-01-03 01:00:00+00,L,300.20,310.30,1331,52.10,30,41,0,No Failure
1906,M_L_06,2024-01-03 02:00:00+00,L,303.20,311.20,1439,43.90,30,42,0,No Failure
1907,M_L_06,2024-01-03 03:00:00+00,L,296.30,307.30,1398,52.70,31,43,0,No Failure
1908,M_L_06,2024-01-03 04:00:00+00,L,300.20,311.50,1639,31.10,31,44,0,No Failure
1909,M_L_06,2024-01-03 05:00:00+00,L,299.90,309.40,1348,52.80,31,45,0,No Failure
1910,M_L_06,2024-01-03 06:00:00+00,L,301.30,310.70,1536,39.30,31,46,0,No Failure
1911,M_L_06,2024-01-03 07:00:00+00,L,297.70,307.70,1581,34.90,31,47,0,No Failure
1912,M_L_06,2024-01-03 08:00:00+00,L,300.80,310.80,1564,36.20,31,48,0,No Failure
1913,M_L_06,2024-01-03 09:00:00+00,L,303.70,312.90,1461,50.10,31,49,0,No Failure
1914,M_L_06,2024-01-03 10:00:00+00,L,302.70,312.10,1601,35.20,31,50,0,No Failure
1915,M_L_06,2024-01-03 11:00:00+00,L,298.00,307.50,1618,35.20,31,51,0,No Failure
1916,M_L_06,2024-01-03 12:00:00+00,L,298.80,308.50,1736,29.00,31,52,0,No Failure
1917,M_L_06,2024-01-03 13:00:00+00,L,301.90,311.00,2691,12.10,31,53,1,Power Failure
1918,M_L_06,2024-01-03 14:00:00+00,L,302.20,311.40,2080,19.20,31,54,0,No Failure
1919,M_L_06,2024-01-03 15:00:00+00,L,300.70,310.20,1569,32.80,31,55,0,No Failure
1920,M_L_06,2024-01-03 16:00:00+00,L,302.10,311.40,1549,44.60,31,56,0,No Failure
1921,M_L_06,2024-01-03 17:00:00+00,L,301.80,310.30,1688,28.80,31,57,0,No Failure
1922,M_L_06,2024-01-03 18:00:00+00,L,295.50,306.10,1488,40.70,31,58,0,No Failure
1923,M_L_06,2024-01-03 19:00:00+00,L,297.90,309.80,1336,71.60,31,59,1,Power Failure
1924,M_L_06,2024-01-03 20:00:00+00,L,297.30,308.40,1417,47.80,31,60,0,No Failure
1925,M_L_06,2024-01-03 21:00:00+00,L,300.60,311.50,1419,38.60,31,61,0,No Failure
1926,M_L_06,2024-01-03 22:00:00+00,L,301.80,310.90,1899,24.70,31,62,0,No Failure
1927,M_L_06,2024-01-03 23:00:00+00,L,300.50,310.30,1435,43.30,31,63,0,No Failure
1928,M_L_06,2024-01-04 00:00:00+00,L,298.30,309.10,1472,40.10,31,64,0,No Failure
1929,M_L_06,2024-01-04 01:00:00+00,L,301.00,312.00,1447,36.80,31,65,0,No Failure
1930,M_L_06,2024-01-04 02:00:00+00,L,298.20,308.70,2186,17.80,31,66,0,No Failure
1931,M_L_06,2024-01-04 03:00:00+00,L,299.60,309.20,1602,37.30,31,67,0,No Failure
1932,M_L_06,2024-01-04 04:00:00+00,L,296.80,307.90,1448,48.80,31,68,0,No Failure
1933,M_L_06,2024-01-04 05:00:00+00,L,300.60,310.50,1509,43.10,31,69,0,No Failure
